ticker,asset_class,month,monthly_return,rolling_12m_average_return,absolute_move_rank
EWC,Canadian equities,2023-03,0.0038178622808060503,-0.009452634563774117,6
EWC,Canadian equities,2023-04,0.02984217360746877,-0.0004168329938948427,1
EFA,Developed international equities,2023-04,0.02936253280579182,0.010250339258987717,2
SPY,US equities,2023-04,0.015974994864881742,0.004056064295847743,3
GLD,Gold,2023-04,0.008623523585724824,0.004634200973101253,4
EEM,Emerging-market equities,2023-04,-0.008363021137614335,-0.002368960593555606,5
AGG,US aggregate bonds,2023-04,0.005755253186947584,8.263799918695192e-05,6
EWC,Canadian equities,2023-05,-0.05511364962699117,-0.006764029584237681,1
EFA,Developed international equities,2023-05,-0.04007072328602501,0.005247835076896366,2
EEM,Emerging-market equities,2023-05,-0.024022472872378686,-0.004882081699165495,3
GLD,Gold,2023-05,-0.013419891557036379,0.006233833485952782,4
AGG,US aggregate bonds,2023-05,-0.011442997492425944,-0.001504761796362571,5
SPY,US equities,2023-05,0.004615970984472195,0.004252627597219376,6
SPY,US equities,2023-06,0.06480002442688493,0.016524343661631153,1
EWC,Canadian equities,2023-06,0.06266265122712977,0.007058541034226956,2
EFA,Developed international equities,2023-06,0.04470042264314489,0.016278405620286752,3
EEM,Emerging-market equities,2023-06,0.04398869219564405,0.0030817012826940457,4
GLD,Gold,2023-06,-0.02221370581671822,0.00568766193156577,5
AGG,US aggregate bonds,2023-06,-0.0036821001871533143,-0.0005174166896969035,6
EEM,Emerging-market equities,2023-07,0.060414373620948814,0.008407175132641526,1
SPY,US equities,2023-07,0.03273311228487974,0.0115781437643153,2
EWC,Canadian equities,2023-07,0.03115168413473035,0.005621464738740968,3
EFA,Developed international equities,2023-07,0.02703458422078886,0.01422393878316929,4
GLD,Gold,2023-07,0.022886643341299306,0.00975167552337027,5
AGG,US aggregate bonds,2023-07,-0.00015352312342009622,-0.002645281205985256,6
EEM,Emerging-market equities,2023-08,-0.06626931062862973,0.0039899899669367245,1
EFA,Developed international equities,2023-08,-0.039350066524950766,0.016042142141012693,2
EWC,Canadian equities,2023-08,-0.03852542579005502,0.00623429061378251,3
SPY,US equities,2023-08,-0.016251874194049276,0.01362398821871171,4
GLD,Gold,2023-08,-0.012777635993058367,0.011139646149482105,5
AGG,US aggregate bonds,2023-08,-0.006313308400011763,-0.0006361676935865054,6
GLD,Gold,2023-09,-0.047605859402158446,0.009579308702322662,1
SPY,US equities,2023-09,-0.04743460690572432,0.017374918764025776,2
EFA,Developed international equities,2023-09,-0.036488111557215985,0.020686512074736003,3
EWC,Canadian equities,2023-09,-0.03545708565694794,0.010526984146894893,4
EEM,Emerging-market equities,2023-09,-0.031146251661522517,0.011010682206823616,5
AGG,US aggregate bonds,2023-09,-0.025895877191017047,0.0006600498533393673,6
GLD,Gold,2023-10,0.07372411327601269,0.017210018512504394,1
EWC,Canadian equities,2023-10,-0.05140460349556808,9.352271937122329e-05,2
EEM,Emerging-market equities,2023-10,-0.03293809964582284,0.009914342861927161,3
EFA,Developed international equities,2023-10,-0.029019152122614078,0.013358401937584483,4
SPY,US equities,2023-10,-0.02170866213726763,0.0087928945224335,5
AGG,US aggregate bonds,2023-10,-0.015706531162274162,0.00041653961458500605,6
EWC,Canadian equities,2023-11,0.10207954483798787,0.003150545075054597,1
SPY,US equities,2023-11,0.0913439365481159,0.01177227779956654,2
EFA,Developed international equities,2023-11,0.08218755393364585,0.009233953176677015,3
EEM,Emerging-market equities,2023-11,0.07792926669334999,0.003417321509462168,4
AGG,US aggregate bonds,2023-11,0.04592898192335726,0.001070251281084363,5
GLD,Gold,2023-11,0.025313727531397046,0.012242940795966726,6
EWC,Canadian equities,2023-12,0.06270647262955742,0.013066232533181473,1
EFA,Developed international equities,2023-12,0.05351000173407594,0.015203864169297837,2
SPY,US equities,2023-12,0.04565539111605155,0.020379247682375746,3
AGG,US aggregate bonds,2023-12,0.03697642588647421,0.004877039696622352,4
EEM,Emerging-market equities,2023-12,0.035653253533577844,0.008586330303907161,5
GLD,Gold,2023-12,0.012821181456953656,0.01086916587196717,6
EEM,Emerging-market equities,2024-01,-0.045262519071716856,-0.0027932665898144824,1
SPY,US equities,2024-01,0.015926453516119876,0.016465828750016315,2
GLD,Gold,2024-01,-0.014228179256454254,0.004884102705527703,3
EWC,Canadian equities,2024-01,-0.008996626755834458,0.004423647695778511,4
EFA,Developed international equities,2024-01,-0.004512311233635935,0.007324790845733027,5
AGG,US aggregate bonds,2024-01,-0.0015109630007591468,0.0019758991762527747,6
SPY,US equities,2024-02,0.05218682518848383,0.022909951918206217,1
EEM,Emerging-market equities,2024-02,0.041677632239175866,0.006986291287888395,2
EFA,Developed international equities,2024-02,0.0298626491643188,0.0123756651844343,3
AGG,US aggregate bonds,2024-02,-0.014746101779345433,0.0029684638423874607,4
EWC,Canadian equities,2024-02,0.011554261108469355,0.009526438208396076,5
GLD,Gold,2024-02,0.004563550085914914,0.00973739558506346,6
GLD,Gold,2024-03,0.08668323476502282,0.010364225168074967,1
EWC,Canadian equities,2024-03,0.04106629188971911,0.012630474009138831,2
EFA,Developed international equities,2024-03,0.03378652901961865,0.01258365906641192,3
SPY,US equities,2024-03,0.032701897242568556,0.022545288577951423,4
EEM,Emerging-market equities,2024-03,0.027256782908446464,0.006576527181121505,5
AGG,US aggregate bonds,2024-03,0.009025137031653863,0.0015195329743355006,6
SPY,US equities,2024-04,-0.040319568388259786,0.017854074973522965,1
EWC,Canadian equities,2024-04,-0.035527821306816754,0.007182974432948371,2
EFA,Developed international equities,2024-04,-0.0324318503031068,0.007434127140670367,3
GLD,Gold,2024-04,0.02989497360541038,0.012136846003048762,4
AGG,US aggregate bonds,2024-04,-0.02478228086700085,-0.0010252615301602024,5
EEM,Emerging-market equities,2024-04,-0.0021908597446405054,0.007090873963869325,6
EFA,Developed international equities,2024-05,0.050601846096879566,0.01499017458924575,1
SPY,US equities,2024-05,0.05057959617714336,0.021684377072912226,2
EWC,Canadian equities,2024-05,0.03629472729063066,0.014800339176083524,3
EEM,Emerging-market equities,2024-05,0.01951704514187136,0.010719167131723495,4
AGG,US aggregate bonds,2024-05,0.016695377664272426,0.0013196030662313285,5
GLD,Gold,2024-05,0.016189210746901717,0.014604271195043603,6
SPY,US equities,2024-06,0.03528021480168175,0.01922439293747863,1
EEM,Emerging-market equities,2024-06,0.026180149669029484,0.009235121921172281,2
EWC,Canadian equities,2024-06,-0.021480791495189888,0.007788385615890218,3
EFA,Developed international equities,2024-06,-0.018267368585671684,0.009742858653511035,4
AGG,US aggregate bonds,2024-06,0.008855016531623239,0.002364362792796041,5
GLD,Gold,2024-06,-0.0013469948720808977,0.01634316377376338,6
GLD,Gold,2024-07,0.053671960691873855,0.01890860688631126,1
EWC,Canadian equities,2024-07,0.049339365975901606,0.009304025769321156,2
EFA,Developed international equities,2024-07,0.02591586217142705,0.009649631816064217,3
AGG,US aggregate bonds,2024-07,0.024191674930061247,0.0043931292972528195,4
SPY,US equities,2024-07,0.012109000117578761,0.01750571692353688,5
EEM,Emerging-market equities,2024-07,0.008452830314822801,0.004904993312328447,6
EWC,Canadian equities,2024-08,0.04033932915880101,0.015876088681725825,1
EFA,Developed international equities,2024-08,0.032603260490612795,0.015645742400694513,2
SPY,US equities,2024-08,0.023365739036094846,0.020807184692715558,3
GLD,Gold,2024-08,0.020922489239605158,0.021716950655699886,4
AGG,US aggregate bonds,2024-08,0.014614287374225876,0.006137095611772623,5
EEM,Emerging-market equities,2024-08,0.00977869911565099,0.011242327457685173,6
EEM,Emerging-market equities,2024-09,0.05741291064798282,0.018622257650143952,1
GLD,Gold,2024-09,0.050888518121058546,0.0299248154493013,2
EWC,Canadian equities,2024-09,0.02543837441618768,0.020950710354487128,3
SPY,US equities,2024-09,0.02100466437315629,0.026510457299288942,4
AGG,US aggregate bonds,2024-09,0.01332844512802045,0.00940578913835908,5
EFA,Developed international equities,2024-09,0.007833314007842818,0.019339194531116082,6
EFA,Developed international equities,2024-10,-0.05273216814596482,0.017363109862503518,1
GLD,Gold,2024-10,0.042993487558573795,0.02736392997284806,2
EEM,Emerging-market equities,2024-10,-0.03074576616607061,0.01880495210678997,3
AGG,US aggregate bonds,2024-10,-0.025187584391329287,0.008615701369271154,4
EWC,Canadian equities,2024-10,-0.02143547710519067,0.023448137553685244,5
SPY,US equities,2024-10,-0.008923536488138484,0.02757588443671637,6
EWC,Canadian equities,2024-11,0.0644843180666883,0.02031520198941028,1
SPY,US equities,2024-11,0.05963319169758452,0.024933322365838756,2
GLD,Gold,2024-11,-0.0312413678206257,0.0226510053601795,3
EEM,Emerging-market equities,2024-11,-0.026771704836158983,0.010079871145997557,4
AGG,US aggregate bonds,2024-11,0.011110002608832215,0.0057141197597274,5
EFA,Developed international equities,2024-11,-0.0031559268968928134,0.010251153126625298,6
EWC,Canadian equities,2024-12,-0.05578414009232446,0.010440984262586791,1
EFA,Developed international equities,2024-12,-0.02950160541774094,0.003333519197307224,2
SPY,US equities,2024-12,-0.024059965553011153,0.01912370931008353,3
EEM,Emerging-market equities,2024-12,-0.016966764340245688,0.005694869656512262,4
AGG,US aggregate bonds,2024-12,-0.016933994266917995,0.0012215847469447168,5
GLD,Gold,2024-12,-0.014088485102626058,0.02040853314688119,6
GLD,Gold,2025-01,0.06785608004262,0.027248888088470712,1
EFA,Developed international equities,2025-01,0.048009433298920046,0.007710331241686889,2
SPY,US equities,2025-01,0.02685634369756773,0.020034533491870853,3
EWC,Canadian equities,2025-01,0.02282882586506929,0.01309310531432877,4
EEM,Emerging-market equities,2025-01,0.021520884179641264,0.011260153260792105,5
AGG,US aggregate bonds,2025-01,0.005159883708157231,0.001777488639354415,6
EFA,Developed international equities,2025-02,0.02953059627588983,0.007682660167651141,1
AGG,US aggregate bonds,2025-02,0.022373872186311816,0.004870819803159186,2
GLD,Gold,2025-02,0.018216240085212165,0.028386612255078814,3
SPY,US equities,2025-02,-0.012694942141267207,0.014627719547724932,4
EEM,Emerging-market equities,2025-02,0.01146997193998689,0.00874284823585969,5
EWC,Canadian equities,2025-02,0.0002424391202517917,0.012150453481977306,6
GLD,Gold,2025-03,0.0944658602921884,0.029035164382342615,1
SPY,US equities,2025-03,-0.055719212615031544,0.0072592937262582575,2
EWC,Canadian equities,2025-03,-0.011641954537582766,0.0077580996130354836,3
EEM,Emerging-market equities,2025-03,0.011339998862614609,0.007416449565373702,4
EFA,Developed international equities,2025-03,0.0018386445389113604,0.005020336460925534,5
AGG,US aggregate bonds,2025-03,-0.0002629248538064122,0.004096814646037496,6
GLD,Gold,2025-04,0.054244371438656236,0.031064280868446436,1
EWC,Canadian equities,2025-04,0.04171791075185216,0.014195243951257893,2
EFA,Developed international equities,2025-04,0.03695100126258399,0.010802240758066434,3
SPY,US equities,2025-04,-0.0086700568950967,0.009896753017355181,4
AGG,US aggregate bonds,2025-04,0.004310548346502685,0.006521217080496124,5
EEM,Emerging-market equities,2025-04,0.001373045203894252,0.007713441644418266,6
SPY,US equities,2025-05,0.06284493470387709,0.010918864561249658,1
EWC,Canadian equities,2025-05,0.05912821725374662,0.016098034781517556,2
EFA,Developed international equities,2025-05,0.04790555262066021,0.010577549635048153,3
EEM,Emerging-market equities,2025-05,0.040219348365502894,0.009438633579720893,4
AGG,US aggregate bonds,2025-05,-0.006068987543915827,0.004624186646480437,5
GLD,Gold,2025-05,-0.0005595779904380427,0.02966854847366812,6
EEM,Emerging-market equities,2025-06,0.07002035264069839,0.013091983827359968,1
SPY,US equities,2025-06,0.05138622995393982,0.012261032490604498,2
EWC,Canadian equities,2025-06,0.034479735222100016,0.02076141200795838,3
EFA,Developed international equities,2025-06,0.02396215110482869,0.014096676275923184,4
AGG,US aggregate bonds,2025-06,0.01455371543726347,0.005099078221950455,5
GLD,Gold,2025-06,0.0040513207367987025,0.030118408107741423,6
SPY,US equities,2025-07,0.02303144544452107,0.01317123626784969,1
EFA,Developed international equities,2025-07,-0.020919663687164025,0.010193715787707261,2
EEM,Emerging-market equities,2025-07,0.006633501624368154,0.012940373103155415,3
GLD,Gold,2025-07,-0.006134553947279464,0.02513453188781198,4
AGG,US aggregate bonds,2025-07,-0.002639479518051435,0.0028631486846077323,5
EWC,Canadian equities,2025-07,-0.00043286431179323515,0.016613726150650477,6
EWC,Canadian equities,2025-08,0.05651794158768464,0.01796194385305745,1
GLD,Gold,2025-08,0.0498746251943214,0.02754720988403833,2
EFA,Developed international equities,2025-08,0.04524685955207164,0.011247349042828833,3
EEM,Emerging-market equities,2025-08,0.02677101740351695,0.014356399627144245,4
SPY,US equities,2025-08,0.02051948433236439,0.012934048375872151,5
AGG,US aggregate bonds,2025-08,0.011903301354969864,0.0026372331830030646,6
GLD,Gold,2025-09,0.11758415813157774,0.03310517988491493,1
EEM,Emerging-market equities,2025-09,0.07099878351471767,0.01548855569937215,2
EWC,Canadian equities,2025-09,0.036072968117948134,0.018848159994870817,3
SPY,US equities,2025-09,0.03562043467074827,0.014152029234004817,4
EFA,Developed international equities,2025-09,0.020660281872456387,0.012316263031546629,5
AGG,US aggregate bonds,2025-09,0.011267731460479657,0.002465507044041332,6
GLD,Gold,2025-10,0.03558667106763802,0.03248794517733695,1
EEM,Emerging-market equities,2025-10,0.0355804968487734,0.021015744283942484,2
SPY,US equities,2025-10,0.023837300152977692,0.01688209895409783,3
EFA,Developed international equities,2025-10,0.011995315131011042,0.017710219971294617,4
AGG,US aggregate bonds,2025-10,0.006154642803170685,0.005077359310249663,5
EWC,Canadian equities,2025-10,0.0037586920618692954,0.020947674092125817,6
GLD,Gold,2025-11,0.05367817632399996,0.03956457385605575,1
EWC,Canadian equities,2025-11,0.03862819271252915,0.01879299697927922,2
EEM,Emerging-market equities,2025-11,-0.017721602025212224,0.021769919518188047,3
EFA,Developed international equities,2025-11,0.007408224583494549,0.018590565927993564,4
AGG,US aggregate bonds,2025-11,0.006057137943333624,0.004656287254791447,5
SPY,US equities,2025-11,0.0019500955662179464,0.01207517427648395,6
EWC,Canadian equities,2025-12,0.03245521996912881,0.026146276984400325,1
EFA,Developed international equities,2025-12,0.02710468006915967,0.023307756385235284,2
GLD,Gold,2025-12,0.021733507505755645,0.04254973990675423,3
EEM,Emerging-market equities,2025-12,0.021593120338498473,0.024983243241416726,4
AGG,US aggregate bonds,2025-12,-0.002789726568535378,0.005834976229656665,5
SPY,US equities,2025-12,0.0007975039269647599,0.014146630066481944,6
