date,ticker,asset_class,adjusted_close,volume
2019-07-02,EFA,Developed international equities,53.898605,26045900
2019-07-02,EWC,Canadian equities,24.927448,2091700
2019-07-02,GLD,Gold,133.410004,13282100
2019-07-02,SPY,US equities,267.643707,61504500
2019-07-03,AGG,US aggregate bonds,90.759148,1324800
2019-07-03,EEM,Emerging-market equities,36.870831,31218500
2019-07-03,EFA,Developed international equities,54.264828,14359300
2019-07-03,EWC,Canadian equities,25.144207,1446900
2019-07-03,GLD,Gold,133.630005,6351500
2019-07-03,SPY,US equities,269.783569,40898900
2019-07-05,AGG,US aggregate bonds,90.376785,2461200
2019-07-05,EEM,Emerging-market equities,36.614971,51678000
2019-07-05,EFA,Developed international equities,53.849785,21696200
2019-07-05,EWC,Canadian equities,25.109522,1185600
2019-07-05,GLD,Gold,132.139999,11536600
2019-07-05,SPY,US equities,269.476624,51677300
2019-07-08,AGG,US aggregate bonds,90.327965,3041400
2019-07-08,EEM,Emerging-market equities,36.393215,37679000
2019-07-08,EFA,Developed international equities,53.540546,15839500
2019-07-08,EWC,Canadian equities,24.970798,1119900
2019-07-08,GLD,Gold,131.289993,8028900
2019-07-08,SPY,US equities,267.995941,45841800
2019-07-09,AGG,US aggregate bonds,90.303558,2525800
2019-07-09,EEM,Emerging-market equities,36.282337,28227600
2019-07-09,EFA,Developed international equities,53.312668,11661800
2019-07-09,EWC,Canadian equities,25.048828,3192100
2019-07-09,GLD,Gold,131.750000,6633400
2019-07-09,SPY,US equities,268.329895,41101300
2019-07-10,AGG,US aggregate bonds,90.368645,4589800
2019-07-10,EEM,Emerging-market equities,36.589386,53673100
2019-07-10,EFA,Developed international equities,53.499851,15051500
2019-07-10,EWC,Canadian equities,25.118195,2153900
2019-07-10,GLD,Gold,133.830002,13920600
2019-07-10,SPY,US equities,269.612030,58448500
2019-07-11,AGG,US aggregate bonds,90.035088,3303700
2019-07-11,EEM,Emerging-market equities,36.521145,44486100
2019-07-11,EFA,Developed international equities,53.483562,14023800
2019-07-11,EWC,Canadian equities,25.135536,1094800
2019-07-11,GLD,Gold,132.699997,7535100
2019-07-11,SPY,US equities,270.244080,50826100
2019-07-12,AGG,US aggregate bonds,90.132721,3836300
2019-07-12,EEM,Emerging-market equities,36.546730,30512200
2019-07-12,EFA,Developed international equities,53.548668,14459500
2019-07-12,EWC,Canadian equities,25.135536,836400
2019-07-12,GLD,Gold,133.529999,6309500
2019-07-12,SPY,US equities,271.453979,40326000
2019-07-15,AGG,US aggregate bonds,90.262886,3619000
2019-07-15,EEM,Emerging-market equities,36.683189,28026300
2019-07-15,EFA,Developed international equities,53.597504,12363200
2019-07-15,EWC,Canadian equities,25.126865,873100
2019-07-15,GLD,Gold,133.529999,4026600
2019-07-15,SPY,US equities,271.544250,33900000
2019-07-16,AGG,US aggregate bonds,90.165245,2149100
2019-07-16,EEM,Emerging-market equities,36.632023,37093700
2019-07-16,EFA,Developed international equities,53.377769,23641400
2019-07-16,EWC,Canadian equities,25.066175,1123100
2019-07-16,GLD,Gold,132.399994,7966000
2019-07-16,SPY,US equities,270.668427,36650100
2019-07-17,AGG,US aggregate bonds,90.401176,2985600
2019-07-17,EEM,Emerging-market equities,36.521145,32865600
2019-07-17,EFA,Developed international equities,53.304535,13318800
2019-07-17,EWC,Canadian equities,25.031494,817200
2019-07-17,GLD,Gold,134.580002,11288300
2019-07-17,SPY,US equities,268.826477,36036300
2019-07-18,AGG,US aggregate bonds,90.547630,5982200
2019-07-18,EEM,Emerging-market equities,36.742897,63374400
2019-07-18,EFA,Developed international equities,53.467297,18639700
2019-07-18,EWC,Canadian equities,25.118195,1132200
2019-07-18,GLD,Gold,136.479996,18448200
2019-07-18,SPY,US equities,269.810638,51392600
2019-07-19,AGG,US aggregate bonds,90.441887,3150800
2019-07-19,EEM,Emerging-market equities,36.555267,81774700
2019-07-19,EFA,Developed international equities,53.312668,16908600
2019-07-19,EWC,Canadian equities,24.996809,917300
2019-07-19,GLD,Gold,134.470001,18079200
2019-07-19,SPY,US equities,268.311920,58678600
2019-07-22,AGG,US aggregate bonds,90.555740,2855100
2019-07-22,EEM,Emerging-market equities,36.563793,29826200
2019-07-22,EFA,Developed international equities,53.369637,15203900
2019-07-22,EWC,Canadian equities,24.996809,1202100
2019-07-22,GLD,Gold,134.449997,7570400
2019-07-22,SPY,US equities,268.971008,43638100
2019-07-23,AGG,US aggregate bonds,90.466248,2659300
2019-07-23,EEM,Emerging-market equities,36.606434,37246400
2019-07-23,EFA,Developed international equities,53.703304,22078400
2019-07-23,EWC,Canadian equities,24.996809,929100
2019-07-23,GLD,Gold,133.690002,9981400
2019-07-23,SPY,US equities,270.894165,44564500
2019-07-24,AGG,US aggregate bonds,90.596451,2783300
2019-07-24,EEM,Emerging-market equities,36.666142,40358800
2019-07-24,EFA,Developed international equities,53.743996,11192500
2019-07-24,EWC,Canadian equities,25.074842,1330200
2019-07-24,GLD,Gold,134.369995,6715200
2019-07-24,SPY,US equities,272.167206,47213200
2019-07-25,AGG,US aggregate bonds,90.458145,2976800
2019-07-25,EEM,Emerging-market equities,36.342037,55327700
2019-07-25,EFA,Developed international equities,53.198742,24288100
2019-07-25,EWC,Canadian equities,24.832069,2132300
2019-07-25,GLD,Gold,133.419998,11708200
2019-07-25,SPY,US equities,270.867004,55394100
2019-07-26,AGG,US aggregate bonds,90.474403,4669000
2019-07-26,EEM,Emerging-market equities,36.418797,33068600
2019-07-26,EFA,Developed international equities,53.304535,16616500
2019-07-26,EWC,Canadian equities,24.884094,1269000
2019-07-26,GLD,Gold,133.639999,6249900
2019-07-26,SPY,US equities,272.681946,45084100
2019-07-29,AGG,US aggregate bonds,90.515060,4167100
2019-07-29,EEM,Emerging-market equities,36.350563,31912400
2019-07-29,EFA,Developed international equities,53.418465,11655500
2019-07-29,EWC,Canadian equities,24.840742,1593300
2019-07-29,GLD,Gold,134.529999,9162400
2019-07-29,SPY,US equities,272.185333,38126500
2019-07-30,AGG,US aggregate bonds,90.506927,2409300
2019-07-30,EEM,Emerging-market equities,36.069115,57335800
2019-07-30,EFA,Developed international equities,52.799969,24945300
2019-07-30,EWC,Canadian equities,24.780050,1914100
2019-07-30,GLD,Gold,134.979996,9458700
2019-07-30,SPY,US equities,271.517181,45849000
2019-07-31,AGG,US aggregate bonds,90.547630,10034500
2019-07-31,EEM,Emerging-market equities,35.625603,98764700
2019-07-31,EFA,Developed international equities,52.450031,32619000
2019-07-31,EWC,Canadian equities,24.615311,2830300
2019-07-31,GLD,Gold,133.210007,18797200
2019-07-31,SPY,US equities,268.546661,104245200
2019-08-01,AGG,US aggregate bonds,91.257072,5709100
2019-08-01,EEM,Emerging-market equities,34.926224,139325900
2019-08-01,EFA,Developed international equities,52.303539,38568600
2019-08-01,EWC,Canadian equities,24.485256,3096200
2019-08-01,GLD,Gold,136.410004,27719800
2019-08-01,SPY,US equities,266.208160,142646600
2019-08-02,AGG,US aggregate bonds,91.289665,3293700
2019-08-02,EEM,Emerging-market equities,34.585060,92796300
2019-08-02,EFA,Developed international equities,51.839668,37778000
2019-08-02,EWC,Canadian equities,24.329185,2566400
2019-08-02,GLD,Gold,135.889999,13753200
2019-08-02,SPY,US equities,264.203766,116749700
2019-08-05,AGG,US aggregate bonds,91.689224,7626600
2019-08-05,EEM,Emerging-market equities,33.305714,131194100
2019-08-05,EFA,Developed international equities,50.545715,54766700
2019-08-05,EWC,Canadian equities,23.878326,3737800
2019-08-05,GLD,Gold,137.789993,17519800
2019-08-05,SPY,US equities,256.258301,178745400
2019-08-06,AGG,US aggregate bonds,91.933899,5151800
2019-08-06,EEM,Emerging-market equities,33.783348,88071500
2019-08-06,EFA,Developed international equities,50.887520,33907400
2019-08-06,EWC,Canadian equities,23.965029,4227200
2019-08-06,GLD,Gold,138.910004,9471200
2019-08-06,SPY,US equities,259.851776,120711700
2019-08-07,AGG,US aggregate bonds,91.884956,9156600
2019-08-07,EEM,Emerging-market equities,33.936859,106772500
2019-08-07,EFA,Developed international equities,51.082832,41814700
2019-08-07,EWC,Canadian equities,24.129766,6006700
2019-08-07,GLD,Gold,141.020004,26671100
2019-08-07,SPY,US equities,260.005310,140572300
2019-08-08,AGG,US aggregate bonds,91.974686,3707200
2019-08-08,EEM,Emerging-market equities,34.354778,81187700
2019-08-08,EFA,Developed international equities,51.579258,29156400
2019-08-08,EWC,Canadian equities,24.459242,1975400
2019-08-08,GLD,Gold,141.729996,13108600
2019-08-08,SPY,US equities,265.106689,87713900
2019-08-09,AGG,US aggregate bonds,91.852318,2432300
2019-08-09,EEM,Emerging-market equities,34.005104,64704000
2019-08-09,EFA,Developed international equities,51.221180,23227400
2019-08-09,EWC,Canadian equities,24.424568,1665400
2019-08-09,GLD,Gold,141.259995,9485900
2019-08-09,SPY,US equities,263.300842,93730000
2019-08-12,AGG,US aggregate bonds,92.186691,2474900
2019-08-12,EEM,Emerging-market equities,33.595707,78559800
2019-08-12,EFA,Developed international equities,50.814270,21906000
2019-08-12,EWC,Canadian equities,24.199129,1481200
2019-08-12,GLD,Gold,142.630005,15264000
2019-08-12,SPY,US equities,260.095581,65527600
2019-08-13,AGG,US aggregate bonds,92.056221,3048200
2019-08-13,EEM,Emerging-market equities,34.022148,110271800
2019-08-13,EFA,Developed international equities,51.294422,30781900
2019-08-13,EWC,Canadian equities,24.424568,2945600
2019-08-13,GLD,Gold,141.779999,29842800
2019-08-13,SPY,US equities,264.140533,94299800
2019-08-14,AGG,US aggregate bonds,92.341599,2829900
2019-08-14,EEM,Emerging-market equities,33.041325,102911500
2019-08-14,EFA,Developed international equities,49.886536,39692900
2019-08-14,EWC,Canadian equities,23.774281,4205700
2019-08-14,GLD,Gold,142.750000,20672900
2019-08-14,SPY,US equities,256.330536,135622100
2019-08-15,AGG,US aggregate bonds,92.765625,2815600
2019-08-15,EEM,Emerging-market equities,33.263073,78018300
2019-08-15,EFA,Developed international equities,50.057434,40936100
2019-08-15,EWC,Canadian equities,23.722261,2545100
2019-08-15,GLD,Gold,143.699997,13467800
2019-08-15,SPY,US equities,257.007721,99556600
2019-08-16,AGG,US aggregate bonds,92.692268,5209000
2019-08-16,EEM,Emerging-market equities,33.723637,52047900
2019-08-16,EFA,Developed international equities,50.659649,22856400
2019-08-16,EWC,Canadian equities,24.034395,1446900
2019-08-16,GLD,Gold,142.779999,11728800
2019-08-16,SPY,US equities,260.799896,83018300
2019-08-19,AGG,US aggregate bonds,92.447601,2900800
2019-08-19,EEM,Emerging-market equities,33.860107,43330900
2019-08-19,EFA,Developed international equities,50.968899,22998600
2019-08-19,EWC,Canadian equities,24.181787,1336600
2019-08-19,GLD,Gold,141.110001,10552700
2019-08-19,SPY,US equities,263.941925,53571800
2019-08-20,AGG,US aggregate bonds,92.700417,2253600
2019-08-20,EEM,Emerging-market equities,33.928341,44920900
2019-08-20,EFA,Developed international equities,50.797997,21710200
2019-08-20,EWC,Canadian equities,24.017052,2088800
2019-08-20,GLD,Gold,142.210007,7478500
2019-08-20,SPY,US equities,261.919434,51596400
2019-08-21,AGG,US aggregate bonds,92.651474,3815400
2019-08-21,EEM,Emerging-market equities,34.252438,39677100
2019-08-21,EFA,Developed international equities,51.156078,25971800
2019-08-21,EWC,Canadian equities,24.242483,2033500
2019-08-21,GLD,Gold,141.759995,8114700
2019-08-21,SPY,US equities,264.050201,49524700
2019-08-22,AGG,US aggregate bonds,92.406868,6294900
2019-08-22,EEM,Emerging-market equities,33.808929,41603000
2019-08-22,EFA,Developed international equities,51.058418,20505100
2019-08-22,EWC,Canadian equities,24.147110,2094500
2019-08-22,GLD,Gold,141.399994,6846500
2019-08-22,SPY,US equities,263.968964,51666400
2019-08-23,AGG,US aggregate bonds,92.781944,3772100
2019-08-23,EEM,Emerging-market equities,33.305714,80560300
2019-08-23,EFA,Developed international equities,50.423653,34410500
2019-08-23,EWC,Canadian equities,23.774281,3261100
2019-08-23,GLD,Gold,144.169998,20282200
2019-08-23,SPY,US equities,257.188354,149161500
2019-08-26,AGG,US aggregate bonds,92.741211,5127200
2019-08-26,EEM,Emerging-market equities,33.484825,58145000
2019-08-26,EFA,Developed international equities,50.838688,27774800
2019-08-26,EWC,Canadian equities,23.999710,2266700
2019-08-26,GLD,Gold,144.190002,12195800
2019-08-26,SPY,US equities,260.032318,72423800
2019-08-27,AGG,US aggregate bonds,93.034775,3473400
2019-08-27,EEM,Emerging-market equities,33.544533,62899100
2019-08-27,EFA,Developed international equities,50.797997,24511400
2019-08-27,EWC,Canadian equities,24.017052,2584300
2019-08-27,GLD,Gold,145.570007,12844100
2019-08-27,SPY,US equities,259.012115,66668900
2019-08-28,AGG,US aggregate bonds,93.042877,5102500
2019-08-28,EEM,Emerging-market equities,33.638348,49483900
2019-08-28,EFA,Developed international equities,50.797997,25028400
2019-08-28,EWC,Canadian equities,24.155783,1791400
2019-08-28,GLD,Gold,145.160004,11452400
2019-08-28,SPY,US equities,260.835907,59696700
2019-08-29,AGG,US aggregate bonds,92.985809,2671000
2019-08-29,EEM,Emerging-market equities,34.013630,43359900
2019-08-29,EFA,Developed international equities,51.237453,19046700
2019-08-29,EWC,Canadian equities,24.398554,1997100
2019-08-29,GLD,Gold,144.119995,14762500
2019-08-29,SPY,US equities,264.167572,57899400
2019-08-30,AGG,US aggregate bonds,93.067352,4661600
2019-08-30,EEM,Emerging-market equities,34.278019,57071300
2019-08-30,EFA,Developed international equities,51.440903,33527300
2019-08-30,EWC,Canadian equities,24.441900,2160700
2019-08-30,GLD,Gold,143.750000,9642200
2019-08-30,SPY,US equities,264.050201,62901200
2019-09-03,AGG,US aggregate bonds,93.045265,6197400
2019-09-03,EEM,Emerging-market equities,34.064804,50339600
2019-09-03,EFA,Developed international equities,51.343250,33998200
2019-09-03,EWC,Canadian equities,24.268499,2870400
2019-09-03,GLD,Gold,145.750000,15615200
2019-09-03,SPY,US equities,262.506317,69101400
2019-09-04,AGG,US aggregate bonds,93.208755,3814300
2019-09-04,EEM,Emerging-market equities,34.636238,65958900
2019-09-04,EFA,Developed international equities,52.067543,25619300
2019-09-04,EWC,Canadian equities,24.545954,2064200
2019-09-04,GLD,Gold,146.660004,11285900
2019-09-04,SPY,US equities,265.485870,46887300
2019-09-05,AGG,US aggregate bonds,92.808281,5336500
2019-09-05,EEM,Emerging-market equities,35.028568,72704000
2019-09-05,EFA,Developed international equities,52.344238,22265900
2019-09-05,EWC,Canadian equities,24.797390,2049100
2019-09-05,GLD,Gold,143.139999,20293200
2019-09-05,SPY,US equities,268.898773,83258100
2019-09-06,AGG,US aggregate bonds,92.906364,3675200
2019-09-06,EEM,Emerging-market equities,35.182095,48716200
2019-09-06,EFA,Developed international equities,52.515133,21338300
2019-09-06,EWC,Canadian equities,24.823400,1023400
2019-09-06,GLD,Gold,141.919998,14175200
2019-09-06,SPY,US equities,269.106506,49584300
2019-09-09,AGG,US aggregate bonds,92.514023,2747400
2019-09-09,EEM,Emerging-market equities,35.292976,38554200
2019-09-09,EFA,Developed international equities,52.669765,15965600
2019-09-09,EWC,Canadian equities,24.832069,2075900
2019-09-09,GLD,Gold,141.389999,11323800
2019-09-09,SPY,US equities,269.241882,51260300
2019-09-10,AGG,US aggregate bonds,92.015495,3119300
2019-09-10,EEM,Emerging-market equities,35.318558,48449600
2019-09-10,EFA,Developed international equities,52.759289,19028800
2019-09-10,EWC,Canadian equities,24.936117,1073100
2019-09-10,GLD,Gold,140.179993,12629200
2019-09-10,SPY,US equities,269.178650,57947100
2019-09-11,AGG,US aggregate bonds,92.031815,2646900
2019-09-11,EEM,Emerging-market equities,35.565907,62563900
2019-09-11,EFA,Developed international equities,53.052254,18413200
2019-09-11,EWC,Canadian equities,24.988138,1010100
2019-09-11,GLD,Gold,141.029999,7453000
2019-09-11,SPY,US equities,271.092773,68821100
2019-09-12,AGG,US aggregate bonds,91.884689,4069600
2019-09-12,EEM,Emerging-market equities,35.821766,74590100
2019-09-12,EFA,Developed international equities,53.361500,30292200
2019-09-12,EWC,Canadian equities,24.996809,1514000
2019-09-12,GLD,Gold,141.320007,12673700
2019-09-12,SPY,US equities,272.031799,72908700
2019-09-13,AGG,US aggregate bonds,91.337044,2506400
2019-09-13,EEM,Emerging-market equities,36.026470,58403500
2019-09-13,EFA,Developed international equities,53.662609,22132200
2019-09-13,EWC,Canadian equities,25.005480,1871600
2019-09-13,GLD,Gold,140.149994,13451700
2019-09-13,SPY,US equities,271.851196,62104800
2019-09-16,AGG,US aggregate bonds,91.582283,2923500
2019-09-16,EEM,Emerging-market equities,35.745010,62905800
2019-09-16,EFA,Developed international equities,53.182461,31083600
2019-09-16,EWC,Canadian equities,25.126865,2256400
2019-09-16,GLD,Gold,141.320007,8094600
2019-09-16,SPY,US equities,271.011505,58191200
2019-09-17,AGG,US aggregate bonds,91.721275,2614200
2019-09-17,EEM,Emerging-market equities,35.745010,98835700
2019-09-17,EFA,Developed international equities,53.361500,23554300
2019-09-17,EWC,Canadian equities,25.256922,1365100
2019-09-17,GLD,Gold,141.600006,7010200
2019-09-17,SPY,US equities,271.697754,41475500
2019-09-18,AGG,US aggregate bonds,91.827461,2291300
2019-09-18,EEM,Emerging-market equities,35.600018,70984700
2019-09-18,EFA,Developed international equities,53.296391,17807600
2019-09-18,EWC,Canadian equities,25.170221,1813200
2019-09-18,GLD,Gold,140.710007,15026300
2019-09-18,SPY,US equities,271.860229,73375800
2019-09-19,AGG,US aggregate bonds,91.958244,2280000
2019-09-19,EEM,Emerging-market equities,35.455029,52527900
2019-09-19,EFA,Developed international equities,53.475433,18972500
2019-09-19,EWC,Canadian equities,25.282934,1508000
2019-09-19,GLD,Gold,141.279999,8057400
2019-09-19,SPY,US equities,271.842194,76560500
2019-09-20,AGG,US aggregate bonds,92.293350,2048300
2019-09-20,EEM,Emerging-market equities,35.489136,84880500
2019-09-20,EFA,Developed international equities,53.353352,35368700
2019-09-20,EWC,Canadian equities,25.282934,1379200
2019-09-20,GLD,Gold,142.949997,12110000
2019-09-20,SPY,US equities,270.557770,89565000
2019-09-23,AGG,US aggregate bonds,92.334198,3412000
2019-09-23,EEM,Emerging-market equities,35.523258,41828800
2019-09-23,EFA,Developed international equities,53.215008,15457000
2019-09-23,EWC,Canadian equities,25.274263,1404200
2019-09-23,GLD,Gold,143.750000,9006500
2019-09-23,SPY,US equities,270.494293,43476800
2019-09-24,AGG,US aggregate bonds,92.587593,2602500
2019-09-24,EEM,Emerging-market equities,35.147984,57006500
2019-09-24,EFA,Developed international equities,53.011562,32233100
2019-09-24,EWC,Canadian equities,25.178890,1644000
2019-09-24,GLD,Gold,144.509995,10576300
2019-09-24,SPY,US equities,268.371765,94869400
2019-09-25,AGG,US aggregate bonds,92.203407,3813800
2019-09-25,EEM,Emerging-market equities,35.122387,43393200
2019-09-25,EFA,Developed international equities,52.856930,21342600
2019-09-25,EWC,Canadian equities,25.152880,1131100
2019-09-25,GLD,Gold,141.830002,11648400
2019-09-25,SPY,US equities,269.959137,71854000
2019-09-26,AGG,US aggregate bonds,92.358727,4869400
2019-09-26,EEM,Emerging-market equities,35.113865,37645800
2019-09-26,EFA,Developed international equities,53.052254,25098000
2019-09-26,EWC,Canadian equities,25.109522,1661700
2019-09-26,GLD,Gold,141.789993,7984600
2019-09-26,SPY,US equities,269.396759,56179700
2019-09-27,AGG,US aggregate bonds,92.473160,4652500
2019-09-27,EEM,Emerging-market equities,34.661823,79236200
2019-09-27,EFA,Developed international equities,52.873211,20607400
2019-09-27,EWC,Canadian equities,25.040163,1788800
2019-09-27,GLD,Gold,141.059998,9804200
2019-09-27,SPY,US equities,267.945374,84746600
2019-09-30,AGG,US aggregate bonds,92.497665,6359800
2019-09-30,EEM,Emerging-market equities,34.857990,43961000
2019-09-30,EFA,Developed international equities,53.068523,25423400
2019-09-30,EWC,Canadian equities,25.057505,1661600
2019-09-30,GLD,Gold,138.869995,15459100
2019-09-30,SPY,US equities,269.188110,51662400
2019-10-01,AGG,US aggregate bonds,92.665604,5980200
2019-10-01,EEM,Emerging-market equities,34.610657,48520000
2019-10-01,EFA,Developed international equities,52.547691,42550500
2019-10-01,EWC,Canadian equities,24.736696,6623900
2019-10-01,GLD,Gold,139.630005,12476200
2019-10-01,SPY,US equities,265.986237,88242400
2019-10-02,AGG,US aggregate bonds,92.731178,8637000
2019-10-02,EEM,Emerging-market equities,34.346260,41806300
2019-10-02,EFA,Developed international equities,51.473457,43464100
2019-10-02,EWC,Canadian equities,24.346529,7773600
2019-10-02,GLD,Gold,141.259995,11914300
2019-10-02,SPY,US equities,261.287659,122539500
2019-10-03,AGG,US aggregate bonds,93.091591,4219100
2019-10-03,EEM,Emerging-market equities,34.789764,62287700
2019-10-03,EFA,Developed international equities,51.815262,39571700
2019-10-03,EWC,Canadian equities,24.346529,2968500
2019-10-03,GLD,Gold,141.899994,12396100
2019-10-03,SPY,US equities,263.428284,85278800
2019-10-04,AGG,US aggregate bonds,93.239037,3331200
2019-10-04,EEM,Emerging-market equities,34.943287,54314800
2019-10-04,EFA,Developed international equities,52.222164,18837500
2019-10-04,EWC,Canadian equities,24.528610,1610400
2019-10-04,GLD,Gold,141.899994,9651000
2019-10-04,SPY,US equities,266.993042,65091200
2019-10-07,AGG,US aggregate bonds,92.985062,2493000
2019-10-07,EEM,Emerging-market equities,34.653301,57065700
2019-10-07,EFA,Developed international equities,52.157055,19228000
2019-10-07,EWC,Canadian equities,24.467913,2846400
2019-10-07,GLD,Gold,140.690002,6127200
2019-10-07,SPY,US equities,265.841064,59610500
2019-10-08,AGG,US aggregate bonds,93.017822,3055700
2019-10-08,EEM,Emerging-market equities,34.405956,57784200
2019-10-08,EFA,Developed international equities,51.668774,27797800
2019-10-08,EWC,Canadian equities,24.242483,2678900
2019-10-08,GLD,Gold,141.919998,10428900
2019-10-08,SPY,US equities,261.713928,95708100
2019-10-09,AGG,US aggregate bonds,92.968704,3332800
2019-10-09,EEM,Emerging-market equities,34.670361,41122500
2019-10-09,EFA,Developed international equities,52.043129,22989500
2019-10-09,EWC,Canadian equities,24.398554,1794500
2019-10-09,GLD,Gold,142.050003,6927700
2019-10-09,SPY,US equities,264.199371,62359400
2019-10-10,AGG,US aggregate bonds,92.649216,4312400
2019-10-10,EEM,Emerging-market equities,35.028568,49289100
2019-10-10,EFA,Developed international equities,52.409340,25532400
2019-10-10,EWC,Canadian equities,24.545954,1608200
2019-10-10,GLD,Gold,140.809998,9301700
2019-10-10,SPY,US equities,265.986237,55296300
2019-10-11,AGG,US aggregate bonds,92.346153,3568600
2019-10-11,EEM,Emerging-market equities,35.591492,95248800
2019-10-11,EFA,Developed international equities,53.345226,37665600
2019-10-11,EWC,Canadian equities,24.754038,2577800
2019-10-11,GLD,Gold,140.029999,11333400
2019-10-11,SPY,US equities,268.743652,98720400
2019-10-14,AGG,US aggregate bonds,92.501755,1716600
2019-10-14,EEM,Emerging-market equities,35.437965,29228200
2019-10-14,EFA,Developed international equities,53.125496,12662000
2019-10-14,EWC,Canadian equities,24.676003,1349100
2019-10-14,GLD,Gold,140.589996,4006700
2019-10-14,SPY,US equities,268.444366,40394800
2019-10-15,AGG,US aggregate bonds,92.198685,4168600
2019-10-15,EEM,Emerging-market equities,35.753532,50663000
2019-10-15,EFA,Developed international equities,53.743996,24932600
2019-10-15,EWC,Canadian equities,24.762709,1263600
2019-10-15,GLD,Gold,139.610001,9128300
2019-10-15,SPY,US equities,271.102081,46754500
2019-10-16,AGG,US aggregate bonds,92.362495,2430600
2019-10-16,EEM,Emerging-market equities,35.855885,40768400
2019-10-16,EFA,Developed international equities,53.825367,28518700
2019-10-16,EWC,Canadian equities,24.771379,1979200
2019-10-16,GLD,Gold,140.410004,10330300
2019-10-16,SPY,US equities,270.666656,48928200
2019-10-17,AGG,US aggregate bonds,92.337982,2316400
2019-10-17,EEM,Emerging-market equities,35.992348,56380200
2019-10-17,EFA,Developed international equities,53.955589,26853900
2019-10-17,EWC,Canadian equities,24.875423,1313600
2019-10-17,GLD,Gold,140.610001,6131000
2019-10-17,SPY,US equities,271.464844,45736600
2019-10-18,AGG,US aggregate bonds,92.403450,1454200
2019-10-18,EEM,Emerging-market equities,35.804714,78858900
2019-10-18,EFA,Developed international equities,53.931160,21446100
2019-10-18,EWC,Canadian equities,24.788719,979200
2019-10-18,GLD,Gold,140.460007,6416100
2019-10-18,SPY,US equities,270.276550,64304000
2019-10-21,AGG,US aggregate bonds,92.149551,4241600
2019-10-21,EEM,Emerging-market equities,36.128811,38432200
2019-10-21,EFA,Developed international equities,54.224136,29016200
2019-10-21,EWC,Canadian equities,24.970798,1407000
2019-10-21,GLD,Gold,139.789993,8306200
2019-10-21,SPY,US equities,272.108856,39048600
2019-10-22,AGG,US aggregate bonds,92.288780,2147400
2019-10-22,EEM,Emerging-market equities,36.154408,53409500
2019-10-22,EFA,Developed international equities,54.093929,21293000
2019-10-22,EWC,Canadian equities,24.944784,1534600
2019-10-22,GLD,Gold,140.199997,3879700
2019-10-22,SPY,US equities,271.219910,48594700
2019-10-23,AGG,US aggregate bonds,92.362495,1887800
2019-10-23,EEM,Emerging-market equities,36.162933,43342700
2019-10-23,EFA,Developed international equities,54.386894,14206200
2019-10-23,EWC,Canadian equities,24.927448,1584200
2019-10-23,GLD,Gold,140.529999,4155300
2019-10-23,SPY,US equities,272.009094,34352200
2019-10-24,AGG,US aggregate bonds,92.387070,1725800
2019-10-24,EEM,Emerging-market equities,36.162933,61391900
2019-10-24,EFA,Developed international equities,54.484550,23429100
2019-10-24,EWC,Canadian equities,24.979467,3244500
2019-10-24,GLD,Gold,141.529999,6174800
2019-10-24,SPY,US equities,272.453461,35453100
2019-10-25,AGG,US aggregate bonds,92.256020,2486600
2019-10-25,EEM,Emerging-market equities,36.418797,49443700
2019-10-25,EFA,Developed international equities,54.541515,17184200
2019-10-25,EWC,Canadian equities,25.066175,1101400
2019-10-25,GLD,Gold,141.860001,6011500
2019-10-25,SPY,US equities,273.569244,45205400
2019-10-28,AGG,US aggregate bonds,92.059418,2948300
2019-10-28,EEM,Emerging-market equities,36.632023,56279100
2019-10-28,EFA,Developed international equities,54.785652,16490600
2019-10-28,EWC,Canadian equities,25.057505,2104000
2019-10-28,GLD,Gold,140.639999,5442000
2019-10-28,SPY,US equities,275.111176,42147000
2019-10-29,AGG,US aggregate bonds,92.067619,2384700
2019-10-29,EEM,Emerging-market equities,36.444397,33949800
2019-10-29,EFA,Developed international equities,54.769390,15251900
2019-10-29,EWC,Canadian equities,25.014151,1183600
2019-10-29,GLD,Gold,140.250000,3835400
2019-10-29,SPY,US equities,275.029510,44284900
2019-10-30,AGG,US aggregate bonds,92.329742,2381400
2019-10-30,EEM,Emerging-market equities,36.606434,60881000
2019-10-30,EFA,Developed international equities,54.997261,22592900
2019-10-30,EWC,Canadian equities,24.996809,1844900
2019-10-30,GLD,Gold,141.020004,6992900
2019-10-30,SPY,US equities,275.873138,49643900
2019-10-31,AGG,US aggregate bonds,92.690186,5399100
2019-10-31,EEM,Emerging-market equities,36.316452,56057700
2019-10-31,EFA,Developed international equities,54.867043,22047900
2019-10-31,EWC,Canadian equities,24.953459,1604700
2019-10-31,GLD,Gold,142.429993,7050900
2019-10-31,SPY,US equities,275.138458,69053800
2019-11-01,AGG,US aggregate bonds,92.715599,3988300
2019-11-01,EEM,Emerging-market equities,36.862309,72772400
2019-11-01,EFA,Developed international equities,55.355335,32338600
2019-11-01,EWC,Canadian equities,25.170221,1381400
2019-11-01,GLD,Gold,142.559998,8090000
2019-11-01,SPY,US equities,277.687256,71141500
2019-11-04,AGG,US aggregate bonds,92.485748,2662700
2019-11-04,EEM,Emerging-market equities,37.229050,62191600
2019-11-04,EFA,Developed international equities,55.640175,20429900
2019-11-04,EWC,Canadian equities,25.352297,1694900
